id;ubigeo_colegio_dpto;ubigeo_colegio_prov;ubigeo_colegio_dist;pais_colegio;fecha_egreso_colegio;sexo;fecha_nacimiento;especialidad_de_postulacion;fecha_postulacion;modalidad;ubigeo_direccion_dpto;ubigeo_direccion_prov;ubigeo_direccion_dist;pais_nacimiento;ubigeo_nacimiento_dpto;ubigeo_nacimiento_prov;ubigeo_nacimiento_dist;calificacion_final_postulante;estado_admitido
4baf546a7123391b7228cf8136602763;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2016;M;2000;INGENIERIA ELECTRICA;2018;EXTRAORDINARIO1 DOS PRIMEROS ALUMNOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;11.808;SI
1f1a3fc9dcf40d689ea5312b92bdeb57;PASCO;PASCO;CHAUPIMARCA;PERU;2014;M;1998;INGENIERIA ELECTRICA;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;JUNIN;TARMA;TARMA;7.759;NO
0bfa93de257244ce912d10a3cf614a2d;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2016;M;2000;INGENIERIA MECATRONICA;2018;ORDINARIO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;6.374;NO
936a6295d3d2e99df7b72d8f7cbdf136;LIMA;LIMA;LOS OLIVOS;PERU;2016;M;2000;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;LOS OLIVOS;PERU;LIMA;LIMA;LOS OLIVOS;10.096;NO
20007a1a1bd6d3a6b2b0b46da21055b3;LIMA;LIMA;LURIGANCHO;PERU;2015;M;1999;INGENIERIA GEOLOGICA;2018;ORDINARIO;LIMA;LIMA;LURIGANCHO;PERU;LIMA;LIMA;LURIGANCHO;4.807;NO
0be00a5259118a8b4ea9b81f73c7fef0;LIMA;LIMA;PUENTE PIEDRA;PERU;2016;M;2000;INGENIERIA NAVAL;2018;ORDINARIO;LIMA;LIMA;PUENTE PIEDRA;PERU;JUNIN;JAUJA;JAUJA;4.315;NO
47b68b372634e19886b82ede81538e3c;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2016;M;2000;INGENIERIA MECANICA;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;LIMA;LIMA;LIMA;8.995;NO
b4ae73bf9b0639943dfdc0590f3daaa2;LIMA;LIMA;LOS OLIVOS;PERU;2017;F;2001;ARQUITECTURA;2018;ORDINARIO;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;LIMA;LIMA;SAN MARTIN DE PORRES;7.202;NO
d274d8a8a48d02c12a3c2f9dd3580545;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2017;M;2000;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;LIMA;LIMA;LIMA;7.207;NO
bd6fb84c654fa42cf5e63ce56dbe6d34;LIMA;LIMA;ATE;PERU;2007;M;1990;INGENIERIA CIVIL;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;LIMA;PERU;JUNIN;HUANCAYO;CHILCA;12.279;NO
015a8929278a00c00144f79439f1a300;LIMA;LIMA;ATE;PERU;2013;M;1997;INGENIERIA ELECTRONICA;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;HUANCAVELICA;HUANCAVELICA;PALCA;8.271;NO
8ac519924cc3cac389f637425e4cc2bf;LIMA;LIMA;LA VICTORIA;PERU;2015;M;1999;INGENIERIAiNDUSTRIAL;2018;ORDINARIO;LIMA;LIMA;LA VICTORIA;PERU;LIMA;LIMA;EL AGUSTINO;8.654;NO
24a885a413efd229258fb66083496ac0;LIMA;LIMA;ATE;PERU;2013;M;1997;INGENIERIA QUIMICA;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;LIMA;LIMA;ATE;8.645;NO
42dd5ae0666af0bcbdaaac74749d566e;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2012;F;1996;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;LIMA;LIMA;LIMA;12.597;NO
2fa0ba20a72ea6effb1246181f041583;LAMBAYEQUE;CHICLAYO;CHICLAYO;PERU;2017;M;2001;INGENIERIA GEOLOGICA;2018;ORDINARIO;LIMA;LIMA;JESUS MARIA;PERU;CUSCO;URUBAMBA;URUBAMBA;7.958;NO
07e723b6faaee03f6d4e217ac0d6a935;LIMA;LIMA;COMAS;PERU;2014;M;1999;INGENIERIA GEOLOGICA;2018;ORDINARIO;LIMA;LIMA;LOS OLIVOS;PERU;LIMA;LIMA;JESUS MARIA;7.37;NO
1b199d9a0fea9a87018795dc1a2594a9;LIMA;LIMA;RIMAC;PERU;2017;M;2001;INGENIERIA NAVAL;2018;ORDINARIO;LIMA;LIMA;RIMAC;PERU;LIMA;LIMA;SAN MARTIN DE PORRES;4.242;NO
c39e5efb87f48bffa37405fede786fe4;LIMA;LIMA;MIRAFLORES;PERU;2017;M;2001;INGENIERIA MECANICA;2018;ORDINARIO;LIMA;LIMA;MIRAFLORES;PERU;AREQUIPA;AREQUIPA;AREQUIPA;4.635;NO
437a872518efed89a34517a3794a067c;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;2017;M;2001;INGENIERIA ELECTRONICA;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;LURIN;PERU;LIMA;LIMA;MIRAFLORES;9.164;NO
06295de777baf3b404d9796d72bede23;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;2015;M;1998;INGENIERIA DE SISTEMAS;2018;ORDINARIO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;LIMA;LIMA;PUEBLO LIBRE;10.283;NO
a31000cd7093d98f5ea973afc3ba72b1;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;2016;M;2000;INGENIERIA MECANICA;2018;ORDINARIO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;LIMA;LIMA;JESUS MARIA;13.808;SI
5ada2df8eaa71960ace963465bd76990;LIMA;LIMA;ATE;PERU;2012;M;1996;INGENIERIAiNDUSTRIAL;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;LIMA;LIMA;ATE;4.786;NO
432674f0f4ae3ef529934e06461139b5;CALLAO;PROV. CONST. DEL CALLAO;LA PERLA;PERU;2017;M;2000;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;CARABAYLLO;PERU;LIMA;LIMA;LIMA;16.226;SI
515286b501ef4cbe5ee8d9c7faa7b1f5;LIMA;LIMA;VILLA EL SALVADOR;PERU;2012;M;1996;INGENIERIA QUIMICA;2018;ORDINARIO;LIMA;LIMA;VILLA EL SALVADOR;PERU;LIMA;LIMA;VILLA EL SALVADOR;5.898;NO
b9100aaad17292b11a0d7741c22234d0;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2015;M;1999;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;LIMA;PERU;LIMA;LIMA;LIMA;11.736;NO
6c1a8f0d5c4ba35263a3ad4642e23f09;LIMA;LIMA;CARABAYLLO;PERU;2015;M;1997;INGENIERIA NAVAL;2018;ORDINARIO;LIMA;LIMA;CARABAYLLO;PERU;LIMA;LIMA;COMAS;12.901;SI
bb2e61aecd2e110665c770f323702a3b;LIMA;OYON;PACHANGARA;PERU;2017;F;2000;INGENIERIA CIVIL;2018;EXTRAORDINARIO1 DOS PRIMEROS ALUMNOS;LIMA;OYON;PACHANGARA;PERU;LIMA;OYON;PACHANGARA;2.918;NO
5aeae81e7d59faa3df991ddf21be779e;LIMA;LIMA;LOS OLIVOS;PERU;2012;M;1995;INGENIERIA DE MINAS;2018;ORDINARIO;LIMA;LIMA;BRENA;PERU;LIMA;LIMA;LIMA;12.64;SI
7f0eb8ed35dcced159337abd40808406;LIMA;LIMA;ATE;PERU;2014;M;1997;INGENIERIA DE MINAS;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;LIMA;LIMA;LIMA;2.323;NO
1d9164ef7a77e71a49bae96032b37842;LIMA;LIMA;COMAS;PERU;2016;M;2000;INGENIERIA ELECTRONICA;2018;ORDINARIO;LIMA;LIMA;COMAS;PERU;LIMA;LIMA;COMAS;4.3;NO
879412463914c3a9a9c6c8cab22267b4;LIMA;LIMA;CHORRILLOS;PERU;2013;M;1997;INGENIERIA MECANICA;2018;ORDINARIO;LIMA;LIMA;CHORRILLOS;PERU;LIMA;LIMA;SAN JUAN DE MIRAFLORES;0.162;NO
c289146326585210dfbacd10b8031072;LIMA;LIMA;COMAS;PERU;2017;M;2001;INGENIERIA FISICA;2018;ORDINARIO;LIMA;LIMA;CARABAYLLO;PERU;LIMA;LIMA;COMAS;5.95;NO
0662d563a968cd87feb37eed17c439ea;CALLAO;PROV. CONST. DEL CALLAO;BELLAVISTA;PERU;2011;F;1994;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;LIMA;CANETE;SAN LUIS;4.711;NO
f1fb06c16f77b5f7db78828afb3d78c7;LIMA;LIMA;SANTA ANITA;PERU;2011;M;1994;INGENIERIA MECANICA-ELECTRICA;2018;ORDINARIO;LIMA;LIMA;SANTA ANITA;PERU;LIMA;LIMA;EL AGUSTINO;7.477;NO
766ad313bfb4a880f65d1dc8eaf744d2;JUNIN;CHUPACA;CHUPACA;PERU;2017;M;2000;INGENIERIA MECATRONICA;2018;ORDINARIO;JUNIN;HUANCAYO;HUANCAYO;PERU;JUNIN;HUANCAYO;EL TAMBO;5.758;NO
08e71ab677a89d3f176543b734d1ec37;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2016;M;2000;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;CAJAMARCA;JAEN;JAEN;10.763;NO
cb422e0f8acc56de698ac2fe0690c163;LIMA;LIMA;LOS OLIVOS;PERU;2014;M;1997;INGENIERIA DE MINAS;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;LIMA;LIMA;LOS OLIVOS;9.414;NO
69b04f3149ac880335eaa91275a9056c;CALLAO;PROV. CONST. DEL CALLAO;BELLAVISTA;PERU;2015;M;1998;INGENIERIA DE SISTEMAS;2018;ORDINARIO;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PERU;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;7.938;NO
9fa7c0584e1ee501751bd51357a1a4b5;LIMA;LIMA;RIMAC;PERU;2016;F;1999;INGENIERIAiNDUSTRIAL;2018;ORDINARIO;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;LIMA;LIMA;MIRAFLORES;8.033;NO
94bd46700744b35e32cd85ee8c823a5b;LIMA;LIMA;LOS OLIVOS;PERU;2016;M;2000;INGENIERIA DE SISTEMAS;2018;ORDINARIO;LIMA;LIMA;CARABAYLLO;PERU;AYACUCHO;HUAMANGA;AYACUCHO;3.695;NO
5bb15136ebf2ae2f02cded4b04e3b6c2;CALLAO;PROV. CONST. DEL CALLAO;CARMEN DE LA LEGUA REYNOSO;PERU;2017;M;2001;CIENCIA DE LA COMPUTACION;2018;ORDINARIO;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PERU;CALLAO;PROV. CONST. DEL CALLAO;BELLAVISTA;6.253;NO
38c57348df7562ab6c56a6148e92e64b;LIMA;LIMA;INDEPENDENCIA;PERU;2012;M;1996;INGENIERIA DE SISTEMAS;2018;ORDINARIO;LIMA;LIMA;INDEPENDENCIA;PERU;LIMA;LIMA;LIMA;10.158;NO
dbb730908fd13727c647f63c4f3d0550;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;2017;F;2000;ARQUITECTURA;2018;ORDINARIO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;LIMA;LIMA;CHORRILLOS;4.477;NO
d0899739853ec50e8ef0f825239ae249;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2015;M;1997;INGENIERIA DE PETROLEO Y GAS NATURAL;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;13.342;SI
d2a2957add0ff7ea4ddfe730561ae569;LIMA;LIMA;VILLA EL SALVADOR;PERU;2010;F;1994;INGENIERIA DE TELECOMUNICACIONES;2018;ORDINARIO;LIMA;LIMA;VILLA EL SALVADOR;PERU;LIMA;LIMA;VILLA EL SALVADOR;11.33;NO
8255e36e8b761b9f8a5cddc8a5238e13;LIMA;LIMA;CHORRILLOS;PERU;2017;M;2001;INGENIERIA MECANICA-ELECTRICA;2018;ORDINARIO;LIMA;LIMA;CHORRILLOS;PERU;LIMA;LIMA;CHORRILLOS;6.956;NO
3943850310ac4a62895768b7abad6505;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PERU;2017;M;2001;INGENIERIA MECATRONICA;2018;ORDINARIO;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PERU;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;11.38;NO
7a5d6fdc79c21b1101e71c0a2edf3930;LIMA;LIMA;JESUS MARIA;PERU;2017;M;2001; FISICA;2018;ORDINARIO;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PERU;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;11.022;SI
52eb9b8c30dce407aa7f029b350ad31e;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;2017;M;2000;INGENIERIA DE SISTEMAS;2018;ORDINARIO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;LIMA;LIMA;VILLA EL SALVADOR;14.524;SI
2707adb08698b0d2556af7058efe648b;LIMA;LIMA;ATE;PERU;2016;M;2000;INGENIERIA MECANICA-ELECTRICA;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;LIMA;LIMA;LIMA;8.644;NO
869785ce8ebe002733e5c52dcb80a3ca;LIMA;LIMA;COMAS;PERU;2007;M;1990;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;COMAS;PERU;LIMA;LIMA;COMAS;4.944;NO
3d1f6cba04292cbdbba0af0b6ca9316a;AMAZONAS;BONGARA;JAZAN;PERU;2015;M;1999;INGENIERIA DE MINAS;2018;ORDINARIO;LIMA;LIMA;PUENTE PIEDRA;PERU;AMAZONAS;BONGARA;JAZAN;3.002;NO
f1f2a79384ac87405e7bcd38c263f53a;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PERU;2017;F;2001;ARQUITECTURA;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PERU;LIMA;LIMA;PUEBLO LIBRE;8.232;NO
fd01010af8add79c2bedede4be57a207;LIMA;LIMA;INDEPENDENCIA;PERU;2017;M;2001;INGENIERIA DE SISTEMAS;2018;EXTRAORDINARIO1 DOS PRIMEROS ALUMNOS;LIMA;LIMA;INDEPENDENCIA;PERU;LIMA;LIMA;JESUS MARIA;4.251;NO
af7b48af640d6f7d514b6b048d33db18;LIMA;LIMA;ATE;PERU;2017;M;2001;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;LIMA;LIMA;RIMAC;3.417;NO
2c3785f13f0f440cd56b696640c99025;LIMA;LIMA;ATE;PERU;2016;M;1999;INGENIERIA PETROQUIMICA;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;UCAYALI;PADRE ABAD;PADRE ABAD;4.215;NO
644b93a2eda314ad3e94f1e46c548c50;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;2011;M;1995;CIENCIA DE LA COMPUTACION;2018;ORDINARIO;LIMA;LIMA;VILLA EL SALVADOR;PERU;PUNO;SANDIA;SAN JUAN DEL ORO;9.84;NO
7a84de2fd117a33ba8ab557fd7d52bcd;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PERU;2016;F;1999;INGENIERIA CIVIL;2018;ORDINARIO;CALLAO;PROV. CONST. DEL CALLAO;VENTANILLA;PERU;PIURA;PIURA;PIURA;2.661;NO
00a3475ada66d850efaed1c1a345a1a2;LIMA;BARRANCA;BARRANCA;PERU;2014;M;1998;INGENIERIA GEOLOGICA;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;SAN MIGUEL;PERU;LIMA;BARRANCA;SUPE;11.038;NO
dad4062c6b96369ebe37d2fc1ca61117;LIMA;LIMA;LOS OLIVOS;PERU;2015;F;1999;ARQUITECTURA;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;LOS OLIVOS;PERU;CALLAO;PROV. CONST. DEL CALLAO;CARMEN DE LA LEGUA REYNOSO;2.94;NO
31fe421256b2d84919f156e8a1a4dbe3;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2015;M;1998;INGENIERIA MECANICA;2018;ORDINARIO;LIMA;LIMA;LIMA;PERU;LIMA;LIMA;LIMA;9.867;NO
9f3f7a35c2b96245e6d1cbccd7a0e1a7;LIMA;LIMA;BRENA;PERU;2012;M;1996;INGENIERIA ECONOMICA;2018;ORDINARIO;LIMA;LIMA;PUEBLO LIBRE;PERU;LIMA;LIMA;LIMA;9.358;NO
abc7f4e52622fc4c1f29f46f4db5d899;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2017;M;2001;INGENIERIA DE SISTEMAS;2018;ORDINARIO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;5.501;NO
f0bc23752f2bc6c215df5dd2fc7675c6;LIMA;LIMA;CARABAYLLO;PERU;2017;M;2001;ARQUITECTURA;2018;ORDINARIO;LIMA;LIMA;CARABAYLLO;PERU;LIMA;LIMA;COMAS;6.008;NO
52bf8087372b105bbc2b491a2fd45fbf;LIMA;LIMA;SAN LUIS;PERU;2017;M;2001;INGENIERIAiNDUSTRIAL;2018;ORDINARIO;LIMA;LIMA;SAN LUIS;PERU;LIMA;LIMA;MIRAFLORES;4.419;NO
446cd08a935a108732b800847836a818;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2015;M;1999;INGENIERIA ECONOMICA;2018;ORDINARIO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;LIMA;LIMA;LA VICTORIA;2.801;NO
1374bc25439b1387e819f5c99b5596df;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;2015;M;1999;INGENIERIAiNDUSTRIAL;2018;ORDINARIO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;10.935;NO
2d23e71f95e50074bb615740f3ee04a1;LIMA;LIMA;CARABAYLLO;PERU;2017;M;2000;INGENIERIA NAVAL;2018;ORDINARIO;LIMA;LIMA;LIMA;PERU;LIMA;LIMA;LIMA;12.555;SI
bd1516bdffbb564745b008de909f0227;LIMA;LIMA;LA MOLINA;PERU;2015;F;1998;INGENIERIA ELECTRONICA;2018;ORDINARIO;LIMA;LIMA;LA MOLINA;PERU;LIMA;LIMA;JESUS MARIA;12.626;SI
8cbaa7dae3283fe1a69bbeb55ba16763;LIMA;LIMA;ATE;PERU;2016;M;2000;INGENIERIA DE SISTEMAS;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;LIMA;LIMA;ATE;15.873;SI
2b4be5ca7b06a3f56afff3fa8bada0cc;LIMA;LIMA;SANTIAGO DE SURCO;PERU;2016;M;2000;INGENIERIA MECATRONICA;2018;ORDINARIO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;LIMA;LIMA;JESUS MARIA;9.802;NO
deeb48fa966d61759338b7aae4317276;LIMA;LIMA;ATE;PERU;2015;M;1998;INGENIERIA METALURGICA;2018;ORDINARIO;LIMA;LIMA;ATE;PERU;LIMA;LIMA;CHORRILLOS;11.124;NO
7c0701b02871ec9a5c3214586ccbdac5;ANCASH;HUARAZ;HUARAZ;PERU;2017;M;2001;INGENIERIA ELECTRONICA;2018;ORDINARIO;LIMA;LIMA;COMAS;PERU;ANCASH;HUARAZ;INDEPENDENCIA;4.058;NO
b15ee5b670f6a7dab5374c2bd06df35d;HUANCAVELICA;HUANCAVELICA;ASCENSION;PERU;2016;M;2000;INGENIERIA MECATRONICA;2018;EXTRAORDINARIO1 DOS PRIMEROS ALUMNOS;LIMA;LIMA;CARABAYLLO;PERU;HUANCAVELICA;HUANCAVELICA;ASCENSION;13.287;NO
dfaf594121961de02d8ba147cf606aae;LIMA;LIMA;ATE;PERU;2016;M;2000;INGENIERIA QUIMICA;2018;ORDINARIO;LIMA;LIMA;LA MOLINA;PERU;LIMA;LIMA;EL AGUSTINO;11.774;SI
1f6146de88ff74ef542e0914ce7cef74;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;2011;M;1995;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;LORETO;MAYNAS;IQUITOS;6.53;NO
398584a83e8fecde69a2c689cd57babb;LIMA;LIMA;COMAS;PERU;2016;M;1999;CIENCIA DE LA COMPUTACION;2018;ORDINARIO;LIMA;LIMA;PUENTE PIEDRA;PERU;LIMA;LIMA;SAN MARTIN DE PORRES;2.875;NO
a77272fca4b17a41d119278d95842c49;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2017;F;2001;INGENIERIA CIVIL;2018;ORDINARIO;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;LIMA;LIMA;JESUS MARIA;4.131;NO
4e04fb10754a2e6595b861a6667851c1;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;2014;M;1998; FISICA;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;COMAS;PERU;LIMA;LIMA;COMAS;10.145;NO
7afb07f891f04d190f8525c356ab1d4a;LIMA;LIMA;VILLA EL SALVADOR;PERU;2008;M;1993;INGENIERIA QUIMICA;2018;ORDINARIO;LIMA;LIMA;VILLA EL SALVADOR;PERU;LIMA;LIMA;VILLA EL SALVADOR;10.774;NO
1e63ec2fe4a0c616a93dd860c79911b2;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;2015;M;1998;ARQUITECTURA;2018;ORDINARIO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;HUANCAVELICA;ACOBAMBA;PAUCARA;8.233;NO
c845cb5bc0358a2d66a7a74c4ebb30ad;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;PERU;2015;M;1999;INGENIERIA GEOLOGICA;2018;ORDINARIO;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;PERU;HUANCAVELICA;TAYACAJA;PAMPAS;7.519;NO
bf66f3eb1f34d56a44db89801d851778;LIMA;LIMA;PUENTE PIEDRA;PERU;2017;M;2001;INGENIERIA DE SISTEMAS;2018;ORDINARIO;LIMA;LIMA;LIMA;PERU;LIMA;LIMA;LIMA;3.231;NO
38e6dd3cc37751b086d67328a76ca05c;CAJAMARCA;CHOTA;ANGUIA;PERU;2013;M;1997;INGENIERIA AMBIENTAL;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PERU;CAJAMARCA;CHOTA;ANGUIA;11.378;NO
2203e41cc38bffdc96a43ad9d64a4a04;HUANUCO;DOS DE MAYO;QUIVILLA;PERU;2016;M;2001; FISICA;2018;ORDINARIO;HUANUCO;DOS DE MAYO;QUIVILLA;PERU;HUANUCO;DOS DE MAYO;QUIVILLA;9.91;NO
ba94a94a71b554b3f11a86319972cb55;LIMA;LIMA;LOS OLIVOS;PERU;2012;M;1996;INGENIERIA QUIMICA;2018;ORDINARIO;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;SAN MARTIN;SAN MARTIN;TARAPOTO;2.7;NO
392b54e679741f43573204b57f4efad0;LIMA;LIMA;SANTA ANITA;PERU;2016;M;2000;INGENIERIA MECANICA-ELECTRICA;2018;EXTRAORDINARIO1 VICTIMAS DEL TERRORISMO (iniciar estudios);LIMA;LIMA;SANTA ANITA;PERU;LIMA;LIMA;VILLA EL SALVADOR;6.525;NO
16a0082665c9e10422d89801647288b3;LIMA;LIMA;JESUS MARIA;PERU;2009;M;1993;INGENIERIA ECONOMICA;2018;ORDINARIO;LIMA;LIMA;SAN MARTIN DE PORRES;PERU;LIMA;LIMA;SAN MARTIN DE PORRES;10.605;NO
9b1da74010c14004ee5396a59ba17774;LIMA;LIMA;INDEPENDENCIA;PERU;2015;F;1999;INGENIERIA PETROQUIMICA;2018;ORDINARIO;LIMA;LIMA;INDEPENDENCIA;PERU;LIMA;LIMA;LIMA;7.143;NO
9108b4ab48963345d2bd13105ec770e8;LIMA;LIMA;CHORRILLOS;PERU;2017;M;2001;INGENIERIA DE SISTEMAS;2018;ORDINARIO;LIMA;LIMA;CHORRILLOS;PERU;LIMA;LIMA;LIMA;8.141;NO
3ba5b01bfbda7373076f3fb1bed6310d;LIMA;LIMA;INDEPENDENCIA;PERU;2015;M;1999;INGENIERIAiNDUSTRIAL;2018;ORDINARIO;LIMA;LIMA;INDEPENDENCIA;PERU;LIMA;LIMA;INDEPENDENCIA;12.413;NO
da89b1cb4ff1da7d65ed880f6dd4da59;LIMA;LIMA;ATE;PERU;2017;M;2001;INGENIERIA ELECTRICA;2018;ORDINARIO;LIMA;LIMA;SAN BORJA;PERU;LIMA;LIMA;SAN BORJA;7.412;NO
dff556ef05a292c80527172e097c4d1d;LIMA;LIMA;COMAS;PERU;2014;M;1997;INGENIERIA ESTADISTICA;2018;ORDINARIO;LIMA;LIMA;LIMA;PERU;LIMA;LIMA;LIMA;8.152;NO
baba63943d6c533e90db195134240cd8;LIMA;LIMA;LURIGANCHO;PERU;2016;M;2000;INGENIERIA DE MINAS;2018;ORDINARIO;LIMA;LIMA;LURIGANCHO;PERU;LIMA;LIMA;LIMA;13.622;SI
f223e8b4624839ce4d6b02a87c64cbd5;LIMA;LIMA;LINCE;PERU;2015;M;1998;INGENIERIA MECANICA;2018;ORDINARIO;LIMA;LIMA;LINCE;PERU;LIMA;LIMA;LINCE;11.525;NO
65bd11c41d00e1bec86ea9b01eef2381;PIURA;HUANCABAMBA;HUARMACA;PERU;2017;M;2000;INGENIERIAiNDUSTRIAL;2018;ORDINARIO;LIMA;LIMA;MAGDALENA DEL MAR;PERU;PIURA;HUANCABAMBA;HUARMACA;1.162;NO
6c44a2a35d99f02cafc2c4d305fdc74d;LIMA;LIMA;SAN JUAN DE MIRAFLORES;PERU;2017;M;2001;INGENIERIA DE SISTEMAS;2018;EXTRAORDINARIO2 iNGRESO DIRECTO CEPRE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PERU;LIMA;LIMA;SAN JUAN DE MIRAFLORES;17.57;SI
cb83af1f41954af2b9fb59207b2c41dc;LIMA;LIMA;COMAS;PERU;2016;F;2000;INGENIERIA QUIMICA;2018;ORDINARIO;LIMA;LIMA;COMAS;PERU;LIMA;LIMA;LIMA;6.911;NO
b953a9096f50e38a148a968dfbd009a1;LIMA;LIMA;LA VICTORIA;PERU;2017;M;2001;INGENIERIA MECANICA-ELECTRICA;2018;ORDINARIO;LIMA;LIMA;LA VICTORIA;PERU;LIMA;LIMA;MIRAFLORES;12.242;NO
